# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
xkr4	Parkinson Disease	MESH:D010300	XKR4	114786	Nervous system disease	Nervous system disease		Atrazine	2.45		17218051
xkr4	Parkinson Disease, Secondary	MESH:D010302	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	2.28		11201978|15111693|16453247|17012337|17115396|17201721|18495313|19766605|19900308|20347518|2501690|8156962|8221706|9097225|9493204|9840351
xkr4	Parkinsonian Disorders	MESH:D020734	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	2.16		11838631|8797455
xkr4	Paronychia	MESH:D010304	XKR4	114786	Bacterial infection or mycosis|Skin disease	Bacterial infection or mycosis|Skin disease		Tretinoin	4.33		8487058
xkr4	Pericardial Effusion	MESH:D010490	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Tretinoin	14.39		1637024|16858973|18275266|9763554
xkr4	Pericardial Effusion	MESH:D010490	XKR4	114786	Cardiovascular disease	Cardiovascular disease		trichostatin A	14.39		15901671
xkr4	Pericardial Effusion	MESH:D010490	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Valproic Acid	14.39		15901671
xkr4	Pericarditis	MESH:D010493	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Propylthiouracil	8.30		11250767|3763985
xkr4	Pericarditis	MESH:D010493	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Valproic Acid	8.30		11244813
xkr4	Peripheral Arterial Disease	MESH:D058729	XKR4	114786	Cardiovascular disease	Cardiovascular disease		bisphenol A	9.98		22645278
xkr4	Peripheral Arterial Disease	MESH:D058729	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Vehicle Emissions	9.98		27082954
xkr4	Peripheral Nervous System Diseases	MESH:D010523	XKR4	114786	Nervous system disease	Nervous system disease		Arsenic	9.24		16093927|18308700|7516623
xkr4	Peripheral Nervous System Diseases	MESH:D010523	XKR4	114786	Nervous system disease	Nervous system disease		Propylthiouracil	9.24		1339201
xkr4	Peripheral Nervous System Diseases	MESH:D010523	XKR4	114786	Nervous system disease	Nervous system disease		Tretinoin	9.24		20233239|21865574
xkr4	Peripheral Vascular Diseases	MESH:D016491	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Arsenic	3.50		15371236|16039941|16905509|6392382
xkr4	Personality Disorders	MESH:D010554	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	2.49		17545954
xkr4	Pheochromocytoma	MESH:D010673	XKR4	114786	Cancer	Cancer		Valproic Acid	2.96		1729766
xkr4	Pigmentation Disorders	MESH:D010859	XKR4	114786	Pathology (process)|Skin disease	Pathology (process)|Skin disease		bisphenol A	3.10		19218331|21269433
xkr4	Pituitary Diseases	MESH:D010900	XKR4	114786	Endocrine system disease|Nervous system disease	Endocrine system disease|Nervous system disease		bisphenol A	3.30		19479018
xkr4	Pituitary Neoplasms	MESH:D010911	XKR4	114786	Cancer|Endocrine system disease|Nervous system disease	Cancer|Endocrine system disease|Nervous system disease		Valproic Acid	3.02		1729766
xkr4	Placenta Diseases	MESH:D010922	XKR4	114786	Pregnancy complication	Pregnancy complication		Cadmium Chloride	9.97		27417525
xkr4	Placenta Diseases	MESH:D010922	XKR4	114786	Pregnancy complication	Pregnancy complication		Vehicle Emissions	9.97		16007645
xkr4	Plaque, Atherosclerotic	MESH:D058226	XKR4	114786	Pathology (anatomical condition)	Pathology (anatomical condition)		Arsenic	8.78		25273567
xkr4	Plaque, Atherosclerotic	MESH:D058226	XKR4	114786	Pathology (anatomical condition)	Pathology (anatomical condition)		Vehicle Emissions	8.78		24330719
xkr4	Plasmacytoma	MESH:D010954	XKR4	114786	Cancer|Immune system disease	Cancer|Immune system disease		Tretinoin	4.33		19731824
xkr4	Pleural Effusion	MESH:D010996	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Tretinoin	8.42		10607690|11804921|1637024|16858973|17564563|18275266|7905175|7934481|9763554
xkr4	Pleural Effusion	MESH:D010996	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Valproic Acid	8.42		14515923
xkr4	Pneumoconiosis	MESH:D011009	XKR4	114786	Occupational disease|Respiratory tract disease	Occupational disease|Respiratory tract disease		Vehicle Emissions	3.51		22393207
xkr4	Pneumonia	MESH:D011014	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Cadmium Chloride	9.91		20826145
xkr4	Pneumonia	MESH:D011014	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Nickel	9.91		20936915|22198552
xkr4	Pneumonia	MESH:D011014	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Vehicle Emissions	9.91		17450216|19560508|20049117|24060272
xkr4	Poisoning	MESH:D011041	XKR4	114786				Atrazine	16.32		20331876
xkr4	Poisoning	MESH:D011041	XKR4	114786				bisphenol A	16.32		27750016
xkr4	Poisoning	MESH:D011041	XKR4	114786				Cadmium Chloride	16.32		20331876|22892056
xkr4	Poisoning	MESH:D011041	XKR4	114786				Nickel	16.32		26004978
xkr4	Poisoning	MESH:D011041	XKR4	114786				Valproic Acid	16.32		23811354
xkr4	Polycystic Ovary Syndrome	MESH:D011085	XKR4	114786	Cancer|Endocrine system disease|Urogenital disease (female)	Cancer|Endocrine system disease|Urogenital disease (female)		Ethinyl Estradiol	6.13		12615818|2777199
xkr4	Polycystic Ovary Syndrome	MESH:D011085	XKR4	114786	Cancer|Endocrine system disease|Urogenital disease (female)	Cancer|Endocrine system disease|Urogenital disease (female)		Valproic Acid	6.13		11566460
xkr4	Polyuria	MESH:D011141	XKR4	114786	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Cadmium Chloride	7.54		19371613
xkr4	Polyuria	MESH:D011141	XKR4	114786	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Valproic Acid	7.54		12773089
xkr4	Porphyria, Acute Intermittent	MESH:D017118	XKR4	114786	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Skin disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Skin disease		Valproic Acid	3.34		1733741
xkr4	Porphyrias, Hepatic	MESH:D017094	XKR4	114786	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Skin disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Skin disease		Valproic Acid	3.55		15101839
xkr4	Postoperative Complications	MESH:D011183	XKR4	114786	Pathology (process)	Pathology (process)		Valproic Acid	2.25		7993403
xkr4	Postoperative Hemorrhage	MESH:D019106	XKR4	114786	Pathology (process)	Pathology (process)		Valproic Acid	3.40		12859294|17607605
xkr4	Hydrocephalus	MESH:D006849	XKR4	114786	Nervous system disease	Nervous system disease		Tretinoin	8.94		1438063
xkr4	Hydrocephalus	MESH:D006849	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	8.94		12237071|17688650|3080718
xkr4	Stress Disorders, Post-Traumatic	MESH:D013313	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	3.09		15643110
xkr4	Tic Disorders	MESH:D013981	XKR4	114786	Mental disorder|Nervous system disease	Mental disorder|Nervous system disease		Valproic Acid	2.99		15701074
xkr4	Precancerous Conditions	MESH:D011230	XKR4	114786	Cancer	Cancer		Arsenic	9.46		12583988|14580687|16624965|16755266|17301251|21440029
xkr4	Precancerous Conditions	MESH:D011230	XKR4	114786	Cancer	Cancer		Ethinyl Estradiol	9.46		6278220|8824503|9615764
xkr4	Precancerous Conditions	MESH:D011230	XKR4	114786	Cancer	Cancer		Propylthiouracil	9.46		19497425
xkr4	Precursor Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054198	XKR4	114786	Cancer|Immune system disease|Lymphatic disease	Cancer|Immune system disease|Lymphatic disease		panobinostat	6.87		23681230
xkr4	Precursor Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054198	XKR4	114786	Cancer|Immune system disease|Lymphatic disease	Cancer|Immune system disease|Lymphatic disease		Tretinoin	6.87		8695172
xkr4	Pre-Eclampsia	MESH:D011225	XKR4	114786	Pregnancy complication	Pregnancy complication		bisphenol A	7.90		27177253
xkr4	Pre-Eclampsia	MESH:D011225	XKR4	114786	Pregnancy complication	Pregnancy complication		Vehicle Emissions	7.90		20049131
xkr4	Pregnancy Complications	MESH:D011248	XKR4	114786	Pregnancy complication	Pregnancy complication		Atrazine	8.12		21367690
xkr4	Pregnancy Complications	MESH:D011248	XKR4	114786	Pregnancy complication	Pregnancy complication		Valproic Acid	8.12		1363493
xkr4	Amnesia, Retrograde	MESH:D000648	XKR4	114786	Mental disorder|Nervous system disease|Signs and symptoms	Mental disorder|Nervous system disease|Signs and symptoms		Valproic Acid	3.17		18806245
xkr4	Premature Birth	MESH:D047928	XKR4	114786	Pregnancy complication	Pregnancy complication		bisphenol A	7.61		23545179
xkr4	Premature Birth	MESH:D047928	XKR4	114786	Pregnancy complication	Pregnancy complication		Vehicle Emissions	7.61		20049131|26485731
xkr4	Prenatal Exposure Delayed Effects	MESH:D011297	XKR4	114786	Pregnancy complication	Pregnancy complication		Arsenic	36.15		18573533|19167470|21147604|21784148|22011395|22956628|23676282|23769261|24675094|26411935|26859631|26955061
xkr4	Prenatal Exposure Delayed Effects	MESH:D011297	XKR4	114786	Pregnancy complication	Pregnancy complication		Atrazine	36.15		20624442
xkr4	Prenatal Exposure Delayed Effects	MESH:D011297	XKR4	114786	Pregnancy complication	Pregnancy complication		bisphenol A	36.15		10188188|10548101|15548368|18445619|19590677|20049216|20123615|20393758|20413367|20488778|20675265|21126938|21513798|21761357|21829099|21900077|21980460|22187349|22302688|22484357|22543054|22566636|22687993|22875908|22938446|23359474|23493373|23653003|23716699|23719926|23748860|23764278|24036610|24323913|24403293|24576723|24726836|24768697|24793715|24820113|24857958|24923655|24959901|24988533|25112833|25242006|25385582|25666754|25807043|25812946|26060449|26260748|26427651|26746108|26827910|27296223|28089772|28476547|28970132|29097150
xkr4	Prenatal Exposure Delayed Effects	MESH:D011297	XKR4	114786	Pregnancy complication	Pregnancy complication		Cadmium Chloride	36.15		19818801|21236285|27814245
xkr4	Prenatal Exposure Delayed Effects	MESH:D011297	XKR4	114786	Pregnancy complication	Pregnancy complication		Ethinyl Estradiol	36.15		19864446|24632129|29097150
xkr4	Prenatal Exposure Delayed Effects	MESH:D011297	XKR4	114786	Pregnancy complication	Pregnancy complication		Propylthiouracil	36.15		12621104|12933695|5659292
xkr4	Prenatal Exposure Delayed Effects	MESH:D011297	XKR4	114786	Pregnancy complication	Pregnancy complication		Tretinoin	36.15		10923335|15893307|17252267|18495421|21258935|2260090|26672737|6648825|9380001
xkr4	Prenatal Exposure Delayed Effects	MESH:D011297	XKR4	114786	Pregnancy complication	Pregnancy complication		Valproic Acid	36.15		10840175|11263692|11986102|11990073|12196666|14718692|15238991|15491979|15781806|15794725|15955936|16902764|17497229|1893664|19174036|19369666|19398681|19507301|19755133|20025093|20603192|20633039|21195144|22051200|2499750|3939491|7512516|7687042|8215567|8808733|8816215|9344057
xkr4	Prenatal Exposure Delayed Effects	MESH:D011297	XKR4	114786	Pregnancy complication	Pregnancy complication		Vehicle Emissions	36.15		17365030|17656681|19632294|20362647|24365139|25560391|26291742|26641520|28495853
xkr4	Prenatal Injuries	MESH:D049188	XKR4	114786	Pregnancy complication	Pregnancy complication		bisphenol A	20.96		22426297|23337607|23557687|23637088|24953688|26283537|28938483
xkr4	Prenatal Injuries	MESH:D049188	XKR4	114786	Pregnancy complication	Pregnancy complication		Cadmium Chloride	20.96		17707671|20213698|23644582|27417525
xkr4	Prenatal Injuries	MESH:D049188	XKR4	114786	Pregnancy complication	Pregnancy complication		Tretinoin	20.96		23774253
xkr4	Prenatal Injuries	MESH:D049188	XKR4	114786	Pregnancy complication	Pregnancy complication		trichostatin A	20.96		15901671
xkr4	Prenatal Injuries	MESH:D049188	XKR4	114786	Pregnancy complication	Pregnancy complication		Valproic Acid	20.96		10560583|11223853|11339465|12237071|1377411|15208813|1574164|1574165|15901671|16112698|16239295|17049311|1978020|23774253|2499680|3080718|3140405|3142446|6126782|6147468|6150384|6401849|6412342|8563186|8935868
xkr4	Primary Myelofibrosis	MESH:D055728	XKR4	114786	Blood disease	Blood disease		trichostatin A	3.60		17616702
xkr4	Prolactinoma	MESH:D015175	XKR4	114786	Cancer|Endocrine system disease|Nervous system disease	Cancer|Endocrine system disease|Nervous system disease		Ethinyl Estradiol	3.52		8784065
xkr4	Prostatic Diseases	MESH:D011469	XKR4	114786	Urogenital disease (male)	Urogenital disease (male)		bisphenol A	17.25		15867144|23359474
xkr4	Prostatic Diseases	MESH:D011469	XKR4	114786	Urogenital disease (male)	Urogenital disease (male)		Cadmium Chloride	17.25		11170127
xkr4	Prostatic Diseases	MESH:D011469	XKR4	114786	Urogenital disease (male)	Urogenital disease (male)		Ethinyl Estradiol	17.25		15867144
xkr4	Prostatic Hyperplasia	MESH:D011470	XKR4	114786	Urogenital disease (male)	Urogenital disease (male)		bisphenol A	8.38		26260748
xkr4	Prostatic Hyperplasia	MESH:D011470	XKR4	114786	Urogenital disease (male)	Urogenital disease (male)		Ethinyl Estradiol	8.38		1708755|2208075
xkr4	Prostatic Intraepithelial Neoplasia	MESH:D019048	XKR4	114786	Cancer	Cancer		bisphenol A	3.05		20887781
xkr4	Prostatic Neoplasms	MESH:D011471	XKR4	114786	Cancer|Urogenital disease (male)	Cancer|Urogenital disease (male)		Arsenic	13.20		16140617|18288312
xkr4	Prostatic Neoplasms	MESH:D011471	XKR4	114786	Cancer|Urogenital disease (male)	Cancer|Urogenital disease (male)		bisphenol A	13.20		16740699|21536718|24424067
xkr4	Prostatic Neoplasms	MESH:D011471	XKR4	114786	Cancer|Urogenital disease (male)	Cancer|Urogenital disease (male)		entinostat	13.20		18798265
xkr4	Prostatic Neoplasms	MESH:D011471	XKR4	114786	Cancer|Urogenital disease (male)	Cancer|Urogenital disease (male)		Ethinyl Estradiol	13.20		1715414|1738330|2208075|3396013|3779655|6938012|8766519
xkr4	Prostatic Neoplasms	MESH:D011471	XKR4	114786	Cancer|Urogenital disease (male)	Cancer|Urogenital disease (male)		trichostatin A	13.20		18798265|19789329
xkr4	Prostatitis	MESH:D011472	XKR4	114786	Urogenital disease (male)	Urogenital disease (male)		bisphenol A	3.17		26260748
xkr4	Proteinuria	MESH:D011507	XKR4	114786	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Arsenic	21.56		21343184|24348802
xkr4	Proteinuria	MESH:D011507	XKR4	114786	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		bisphenol A	21.56		24809654
xkr4	Proteinuria	MESH:D011507	XKR4	114786	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Cadmium Chloride	21.56		10924798|19371613
xkr4	Proteinuria	MESH:D011507	XKR4	114786	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Propylthiouracil	21.56		15189700|16409836|17472842|20364568|7485130|9134835|9181282|9893462
xkr4	Proteinuria	MESH:D011507	XKR4	114786	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Tretinoin	21.56		12813006|12969142|16636307|17250768
xkr4	Proteinuria	MESH:D011507	XKR4	114786	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Valproic Acid	21.56		11891102|15785938|23707763|3124010|6782217|7624000
xkr4	Pruritus	MESH:D011537	XKR4	114786	Signs and symptoms|Skin disease	Signs and symptoms|Skin disease		Ethinyl Estradiol	10.14		15861022|16919318|2511971
xkr4	Pruritus	MESH:D011537	XKR4	114786	Signs and symptoms|Skin disease	Signs and symptoms|Skin disease		Tretinoin	10.14		10473963
xkr4	Pruritus	MESH:D011537	XKR4	114786	Signs and symptoms|Skin disease	Signs and symptoms|Skin disease		Valproic Acid	10.14		20388938
xkr4	Pseudolymphoma	MESH:D019310	XKR4	114786	Lymphatic disease	Lymphatic disease		Valproic Acid	3.95		11422049|12752131
xkr4	Pseudotumor Cerebri	MESH:D011559	XKR4	114786	Nervous system disease	Nervous system disease		Tretinoin	8.45		10466446|10609785|10742073|11215876|11860447|12860824|1403049|15045822|15863216|16767393|17288291|18452541|19018859|21071321|2146526|7572997|7901684|8616088|8641645|9519692
xkr4	Pseudotumor Cerebri	MESH:D011559	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	8.45		14520163|20633736
xkr4	Psoriasis	MESH:D011565	XKR4	114786	Skin disease	Skin disease		Tretinoin	2.72		21274875
xkr4	Psychomotor Agitation	MESH:D011595	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		bisphenol A	11.58		25074486|25583509
xkr4	Psychomotor Agitation	MESH:D011595	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Propylthiouracil	11.58		27233481
xkr4	Psychomotor Agitation	MESH:D011595	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	11.58		15238991|17700005|17996660|19836623|20222501|7951640
xkr4	Psychomotor Disorders	MESH:D011596	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	2.68		8097722
xkr4	Psychoses, Substance-Induced	MESH:D011605	XKR4	114786	Mental disorder|Substance-related disorder	Mental disorder|Substance-related disorder		Valproic Acid	2.10		17904262
xkr4	Psychotic Disorders	MESH:D011618	XKR4	114786	Mental disorder	Mental disorder		Ethinyl Estradiol	6.41		4179717
xkr4	Psychotic Disorders	MESH:D011618	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	6.41		11022396|11831095|14658980|15380868|16449491|17327289|17632227|18806245|9004061|9742515
xkr4	Pterygium	MESH:D011625	XKR4	114786	Eye disease	Eye disease		Tretinoin	4.33		16723453
xkr4	Puberty, Delayed	MESH:D011628	XKR4	114786	Endocrine system disease	Endocrine system disease		Atrazine	3.68		23197165
xkr4	Puberty, Precocious	MESH:D011629	XKR4	114786	Endocrine system disease	Endocrine system disease		bisphenol A	8.84		10548101|22572997|25008887
xkr4	Puberty, Precocious	MESH:D011629	XKR4	114786	Endocrine system disease	Endocrine system disease		Cadmium Chloride	8.84		12858169
xkr4	Pulmonary Edema	MESH:D011654	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Nickel	10.47		11919079
xkr4	Pulmonary Edema	MESH:D011654	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Tretinoin	10.47		10607690
xkr4	Pulmonary Edema	MESH:D011654	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Vehicle Emissions	10.47		12832678
xkr4	Pulmonary Embolism	MESH:D011655	XKR4	114786	Cardiovascular disease|Respiratory tract disease	Cardiovascular disease|Respiratory tract disease		Ethinyl Estradiol	6.97		2945082|820501
xkr4	Pulmonary Embolism	MESH:D011655	XKR4	114786	Cardiovascular disease|Respiratory tract disease	Cardiovascular disease|Respiratory tract disease		Tretinoin	6.97		12952241|14565670|1637880|9369438
xkr4	Pulmonary Fibrosis	MESH:D011658	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Nickel	6.29		11504688
xkr4	Pulmonary Fibrosis	MESH:D011658	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Vehicle Emissions	6.29		24330719
xkr4	Purpura	MESH:D011693	XKR4	114786	Blood disease|Pathology (process)|Signs and symptoms	Blood disease|Pathology (process)|Signs and symptoms		Propylthiouracil	3.38		4172680|9247777|9893462
xkr4	Purpura, Schoenlein-Henoch	MESH:D011695	XKR4	114786	Blood disease|Cardiovascular disease|Immune system disease|Pathology (process)|Signs and symptoms	Blood disease|Cardiovascular disease|Immune system disease|Pathology (process)|Signs and symptoms		Propylthiouracil	3.70		18044264
xkr4	Purpura, Thrombotic Thrombocytopenic	MESH:D011697	XKR4	114786	Blood disease|Pathology (process)|Signs and symptoms	Blood disease|Pathology (process)|Signs and symptoms		Tretinoin	3.64		14565670
xkr4	Raynaud Disease	MESH:D011928	XKR4	114786	Cardiovascular disease	Cardiovascular disease		Arsenic	3.39		12296288
xkr4	Recurrence	MESH:D012008	XKR4	114786	Pathology (process)	Pathology (process)		Tretinoin	3.00		15044693
xkr4	Red-Cell Aplasia, Pure	MESH:D012010	XKR4	114786	Blood disease	Blood disease		Tretinoin	9.35		10609785
xkr4	Red-Cell Aplasia, Pure	MESH:D012010	XKR4	114786	Blood disease	Blood disease		Valproic Acid	9.35		6796707
xkr4	Reflex, Abnormal	MESH:D012021	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Propylthiouracil	6.72		18661784|19340585
xkr4	Reflex, Abnormal	MESH:D012021	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	6.72		2499750
xkr4	Renal hypouricemia	MESH:C537757	XKR4	114786	Genetic disease (inborn)|Metabolic disease|Pathology (anatomical condition)|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Pathology (anatomical condition)|Urogenital disease (female)|Urogenital disease (male)		Valproic Acid	4.06		15785938
xkr4	Renal Insufficiency	MESH:D051437	XKR4	114786	Urogenital disease (female)|Urogenital disease (male)	Urogenital disease (female)|Urogenital disease (male)		Propylthiouracil	8.66		16409836|9247777
xkr4	Renal Insufficiency	MESH:D051437	XKR4	114786	Urogenital disease (female)|Urogenital disease (male)	Urogenital disease (female)|Urogenital disease (male)		Tretinoin	8.66		18275266
xkr4	Renal Insufficiency	MESH:D051437	XKR4	114786	Urogenital disease (female)|Urogenital disease (male)	Urogenital disease (female)|Urogenital disease (male)		Valproic Acid	8.66		11899842
xkr4	Respiration Disorders	MESH:D012120	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Arsenic	18.89		18288317|20522851
xkr4	Respiration Disorders	MESH:D012120	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Nickel	18.89		22389181
xkr4	Respiration Disorders	MESH:D012120	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Tretinoin	18.89		9763554
xkr4	Respiration Disorders	MESH:D012120	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Vehicle Emissions	18.89		15031394
xkr4	Respiratory Distress Syndrome, Adult	MESH:D012128	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Tretinoin	2.79		10607690|16930140|16959937|8695172
xkr4	Respiratory Hypersensitivity	MESH:D012130	XKR4	114786	Immune system disease|Respiratory tract disease	Immune system disease|Respiratory tract disease		Vehicle Emissions	2.84		17656681|19074765|24060272|26773141
xkr4	Respiratory Insufficiency	MESH:D012131	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Propylthiouracil	6.26		1424898|16498810
xkr4	Respiratory Insufficiency	MESH:D012131	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Valproic Acid	6.26		6420146|8328579
xkr4	Respiratory Sounds	MESH:D012135	XKR4	114786	Signs and symptoms	Signs and symptoms		Arsenic	13.46		26359651
xkr4	Respiratory Sounds	MESH:D012135	XKR4	114786	Signs and symptoms	Signs and symptoms		Atrazine	13.46		11874814|27384423
xkr4	Respiratory Sounds	MESH:D012135	XKR4	114786	Signs and symptoms	Signs and symptoms		Vehicle Emissions	13.46		12948892|15070818|15901884|17384778|18950799|19654929|21371339|21995638|27219743
xkr4	Respiratory System Abnormalities	MESH:D015619	XKR4	114786	Congenital abnormality|Respiratory tract disease	Congenital abnormality|Respiratory tract disease		Valproic Acid	3.60		11223853
xkr4	Respiratory Tract Diseases	MESH:D012140	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Arsenic	8.06		19371619
xkr4	Respiratory Tract Diseases	MESH:D012140	XKR4	114786	Respiratory tract disease	Respiratory tract disease		Vehicle Emissions	8.06		21330231|26884048
xkr4	Respiratory Tract Infections	MESH:D012141	XKR4	114786	Bacterial infection or mycosis|Respiratory tract disease	Bacterial infection or mycosis|Respiratory tract disease		Arsenic	3.24		19167470|21147604|23769261
xkr4	Retinal Diseases	MESH:D012164	XKR4	114786	Eye disease	Eye disease		Cadmium Chloride	2.90		23680456
xkr4	Retinal Hemorrhage	MESH:D012166	XKR4	114786	Eye disease|Pathology (process)	Eye disease|Pathology (process)		Tretinoin	4.17		18452541
xkr4	Reye Syndrome	MESH:D012202	XKR4	114786	Digestive system disease|Metabolic disease|Nervous system disease	Digestive system disease|Metabolic disease|Nervous system disease		Valproic Acid	3.95		6819143
xkr4	Rhabdomyolysis	MESH:D012206	XKR4	114786	Musculoskeletal disease	Musculoskeletal disease		Valproic Acid	2.32		9371937
xkr4	Rhabdomyosarcoma	MESH:D012208	XKR4	114786	Cancer	Cancer		Nickel	14.74		15929896|20934443|22982072
xkr4	Rhabdomyosarcoma	MESH:D012208	XKR4	114786	Cancer	Cancer		Tretinoin	14.74		15982179|16116481|16283617
xkr4	Rhabdomyosarcoma	MESH:D012208	XKR4	114786	Cancer	Cancer		Valproic Acid	14.74		19155313
xkr4	Rhinitis	MESH:D012220	XKR4	114786	Ear-nose-throat disease|Respiratory tract disease	Ear-nose-throat disease|Respiratory tract disease		Vehicle Emissions	2.86		27219743
xkr4	Rhinitis, Allergic	MESH:D065631	XKR4	114786	Ear-nose-throat disease|Immune system disease|Respiratory tract disease	Ear-nose-throat disease|Immune system disease|Respiratory tract disease		Atrazine	3.43		27384423
xkr4	Sacral defect and anterior sacral meningocele	MESH:C537221	XKR4	114786	Congenital abnormality|Nervous system disease|Pathology (anatomical condition)	Congenital abnormality|Nervous system disease|Pathology (anatomical condition)		Tretinoin	4.59		9535508
xkr4	Sarcoma	MESH:D012509	XKR4	114786	Cancer	Cancer		bisphenol A	2.51		19590677
xkr4	Schizophrenia	MESH:D012559	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	1.94		15737665|19110320
xkr4	Scleritis	MESH:D015423	XKR4	114786	Eye disease	Eye disease		Propylthiouracil	4.53		9181282
xkr4	Scleroderma, Localized	MESH:D012594	XKR4	114786	Connective tissue disease|Skin disease	Connective tissue disease|Skin disease		Valproic Acid	3.21		14629913
xkr4	Scoliosis	MESH:D012600	XKR4	114786	Musculoskeletal disease	Musculoskeletal disease		bisphenol A	10.27		19218331
xkr4	Scoliosis	MESH:D012600	XKR4	114786	Musculoskeletal disease	Musculoskeletal disease		Tretinoin	10.27		23774253
xkr4	Seizures	MESH:D012640	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Propylthiouracil	3.29		15331149
